Idjugador,nombre,apellido,nickname,codigociudad,total-ganancias,juego,genero,Ciudad
3883,Peter,Rasmussen,dupreeh,DK,1822989.41,Counter-Strike: Global Offensive,First-Person Shooter,Denmark
3679,Andreas,Højsleth,Xyp9x,DK,1799288.57,Counter-Strike: Global Offensive,First-Person Shooter,Denmark
3885,Nicolai,Reedtz,dev1ce,DK,1787489.88,Counter-Strike: Global Offensive,First-Person Shooter,Denmark
3672,Lukas,Rossander,gla1ve,DK,1652350.75,Counter-Strike: Global Offensive,First-Person Shooter,Denmark
17800,Emil,Reif,Magisk,DK,1416448.64,Counter-Strike: Global Offensive,First-Person Shooter,Denmark
12183,Epitácio,de Melo,TACO,BR,1063858.27,Counter-Strike: Global Offensive,First-Person Shooter,Brazil
12169,Fernando,Alvarenga,fer,BR,1063038.92,Counter-Strike: Global Offensive,First-Person Shooter,Brazil
2455,Gabriel,Toledo,FalleN,BR,1059938.92,Counter-Strike: Global Offensive,First-Person Shooter,Brazil
12182,Marcelo,David,coldzera,BR,1021901.46,Counter-Strike: Global Offensive,First-Person Shooter,Brazil
2452,Finn,Andersen,karrigan,DK,964635.39,Counter-Strike: Global Offensive,First-Person Shooter,Denmark
3875,Jesper,Wecksell,JW,SE,897760.68,Counter-Strike: Global Offensive,First-Person Shooter,Sweden
5001,Olof,Kajbjer,olofmeister,SE,880011.52,Counter-Strike: Global Offensive,First-Person Shooter,Sweden
3878,Robin,Rönnquist,flusha,SE,877668.95,Counter-Strike: Global Offensive,First-Person Shooter,Sweden
5000,Freddy,Johansson,KRiMZ,SE,867823.34,Counter-Strike: Global Offensive,First-Person Shooter,Sweden
3888,Dan,Madesclaire,apEX,FR,814852.39,Counter-Strike: Global Offensive,First-Person Shooter,France
3290,Nathan,Schmitt,NBK,FR,805444.66,Counter-Strike: Global Offensive,First-Person Shooter,France
3882,Ladislav,Kovács,GuardiaN,SK,798520.8,Counter-Strike: Global Offensive,First-Person Shooter,Slovakia (Slovak Republic)
5483,Håvard,Nygaard,rain,NO,763799.57,Counter-Strike: Global Offensive,First-Person Shooter,Norway
5783,Nikola,Kovač,NiKo,BA,762802.56,Counter-Strike: Global Offensive,First-Person Shooter,Bosnia and Herzegovina
8168,Egor,Vasilyev,flamie,RU,732920.07,Counter-Strike: Global Offensive,First-Person Shooter,Russian Federation
8168,Egor,Vasilyev,flamie,RU,732920.07,Counter-Strike: Global Offensive,First-Person Shooter,Russian Federation
3289,Kenny,Schrub,kennyS,FR,713086.68,Counter-Strike: Global Offensive,First-Person Shooter,France
1511,Daniil,Teslenko,Zeus,UA,689568.7,Counter-Strike: Global Offensive,First-Person Shooter,Ukraine
8169,Alexander,Kostylev,s1mple,UA,677155.31,Counter-Strike: Global Offensive,First-Person Shooter,Ukraine
3881,Richard,Papillon,shox,FR,660640.55,Counter-Strike: Global Offensive,First-Person Shooter,France
4998,Janusz,Pogorzelski,snax,PL,653938.44,Counter-Strike: Global Offensive,First-Person Shooter,Poland
10736,Markus,Kjærbye,Kjaerbye,DK,617000.5,Counter-Strike: Global Offensive,First-Person Shooter,Denmark
1510,Ioann,Sukharev,Edward,UA,613854.6,Counter-Strike: Global Offensive,First-Person Shooter,Ukraine
1485,Filip,Kubski,neo,PL,606880.52,Counter-Strike: Global Offensive,First-Person Shooter,Poland
3951,Chris,de Jong,chrisJ,NL,596748.79,Counter-Strike: Global Offensive,First-Person Shooter,Netherlands
1484,Wiktor,Wojtas,TaZ,PL,591510.89,Counter-Strike: Global Offensive,First-Person Shooter,Poland
1488,Jarosław,Jarząbkowski,pashaBiceps,PL,577382.35,Counter-Strike: Global Offensive,First-Person Shooter,Poland
4997,Paweł,Bieliński,byali,PL,574103.56,Counter-Strike: Global Offensive,First-Person Shooter,Poland
1490,Patrik,Lindberg,f0rest,SE,547205.97,Counter-Strike: Global Offensive,First-Person Shooter,Sweden
16267,Denis,Sharipov,electroNic,RU,531541.99,Counter-Strike: Global Offensive,First-Person Shooter,Russian Federation
16267,Denis,Sharipov,electroNic,RU,531541.99,Counter-Strike: Global Offensive,First-Person Shooter,Russian Federation
1492,Christopher,Alesund,GeT_RiGhT,SE,517888.39,Counter-Strike: Global Offensive,First-Person Shooter,Sweden
2440,Richard,Landström,Xizt,SE,513805.74,Counter-Strike: Global Offensive,First-Person Shooter,Sweden
31594,Robin,Kool,ropz,EE,506010.74,Counter-Strike: Global Offensive,First-Person Shooter,Estonia
3293,Cédric,Guipouy,RpK,FR,498887.62,Counter-Strike: Global Offensive,First-Person Shooter,France
3889,Vincent,Schopenhauer,Happy,FR,485910.46,Counter-Strike: Global Offensive,First-Person Shooter,France
12859,Jonas,Olofsson,Lekr0,SE,464499.26,Counter-Strike: Global Offensive,First-Person Shooter,Sweden
28556,Maikil,Selim,Golden,SE,448642.48,Counter-Strike: Global Offensive,First-Person Shooter,Sweden
2450,Aleksi,Jalli,allu,FI,418492.59,Counter-Strike: Global Offensive,First-Person Shooter,Finland
4996,Renè,Borg,cajunb,DK,417465.86,Counter-Strike: Global Offensive,First-Person Shooter,Denmark
3676,Dauren,Kystaubayev,AdreN,KZ,414305.65,Counter-Strike: Global Offensive,First-Person Shooter,Kazakhstan
3676,Dauren,Kystaubayev,AdreN,KZ,414305.65,Counter-Strike: Global Offensive,First-Person Shooter,Kazakhstan
3287,Adam,Friberg,friberg,SE,407662.41,Counter-Strike: Global Offensive,First-Person Shooter,Sweden
18811,Kristian,Wienecke,k0nfig,DK,403005.81,Counter-Strike: Global Offensive,First-Person Shooter,Denmark
2456,Lincoln,Lau,fnx,BR,387551.81,Counter-Strike: Global Offensive,First-Person Shooter,Brazil
12179,Ricardo,Prass,boltz,BR,382208.97,Counter-Strike: Global Offensive,First-Person Shooter,Brazil
3998,Fabien,Fiey,KIOSHIMA,FR,378500.99,Counter-Strike: Global Offensive,First-Person Shooter,France
30622,Cvetelin,Nikolov,CeRq,BG,375765.04,Counter-Strike: Global Offensive,First-Person Shooter,Bulgaria
2494,Dennis,Edman,dennis,SE,361678.02,Counter-Strike: Global Offensive,First-Person Shooter,Sweden
3673,Mathias,Lauridsen,MSL,DK,349557.33,Counter-Strike: Global Offensive,First-Person Shooter,Denmark
4587,Denis,Kostin,seized,RU,339091.34,Counter-Strike: Global Offensive,First-Person Shooter,Russian Federation
4587,Denis,Kostin,seized,RU,339091.34,Counter-Strike: Global Offensive,First-Person Shooter,Russian Federation
5472,Tomáš,Šťastný,oskar,CZ,335508.19,Counter-Strike: Global Offensive,First-Person Shooter,Czech Republic
31001,Mathieu,Herbaut,ZywOo,FR,333711.15,Counter-Strike: Global Offensive,First-Person Shooter,France
5035,Philip,Aistrup,aizy,DK,332671.67,Counter-Strike: Global Offensive,First-Person Shooter,Denmark
5499,Miikka,Kemppi,suNny,FI,326080.0,Counter-Strike: Global Offensive,First-Person Shooter,Finland
17801,Valdemar,Vangså,Valde,DK,323423.04,Counter-Strike: Global Offensive,First-Person Shooter,Denmark
12173,João,Vasconcellos,felps,BR,323127.22,Counter-Strike: Global Offensive,First-Person Shooter,Brazil
1494,Mikhail,Stolyarov,Dosia,RU,307601.25,Counter-Strike: Global Offensive,First-Person Shooter,Russian Federation
1494,Mikhail,Stolyarov,Dosia,RU,307601.25,Counter-Strike: Global Offensive,First-Person Shooter,Russian Federation
13134,Can,Dörtkardes,XANTARES,TR,307129.97,Counter-Strike: Global Offensive,First-Person Shooter,Turkey
13134,Can,Dörtkardes,XANTARES,TR,307129.97,Counter-Strike: Global Offensive,First-Person Shooter,Turkey
9565,Alexandre,Pianaro,bodyy,FR,306178.43,Counter-Strike: Global Offensive,First-Person Shooter,France
5433,Martin,Styk,STYKO,SK,305655.12,Counter-Strike: Global Offensive,First-Person Shooter,Slovakia (Slovak Republic)
19595,Özgür,Eker,woxic,TR,302884.33,Counter-Strike: Global Offensive,First-Person Shooter,Turkey
19595,Özgür,Eker,woxic,TR,302884.33,Counter-Strike: Global Offensive,First-Person Shooter,Turkey
21291,Fredrik,Sterner,REZ,SE,284845.29,Counter-Strike: Global Offensive,First-Person Shooter,Sweden
20813,Aleksi,Virolainen,Aleksib,FI,276730.92,Counter-Strike: Global Offensive,First-Person Shooter,Finland
39608,Alexey,Golubev,Qikert,KZ,275404.13,Counter-Strike: Global Offensive,First-Person Shooter,Kazakhstan
39608,Alexey,Golubev,Qikert,KZ,275404.13,Counter-Strike: Global Offensive,First-Person Shooter,Kazakhstan
10191,Rustem,Tlepov,mou,KZ,273859.49,Counter-Strike: Global Offensive,First-Person Shooter,Kazakhstan
10191,Rustem,Tlepov,mou,KZ,273859.49,Counter-Strike: Global Offensive,First-Person Shooter,Kazakhstan
35378,Timur,Tulepov,Buster,KZ,273784.13,Counter-Strike: Global Offensive,First-Person Shooter,Kazakhstan
35378,Timur,Tulepov,Buster,KZ,273784.13,Counter-Strike: Global Offensive,First-Person Shooter,Kazakhstan
35077,Ali,Dzhami,Jame,RU,273117.72,Counter-Strike: Global Offensive,First-Person Shooter,Russian Federation
35077,Ali,Dzhami,Jame,RU,273117.72,Counter-Strike: Global Offensive,First-Person Shooter,Russian Federation
2529,Christophe,Xia,SIXER,FR,272602.0,Counter-Strike: Global Offensive,First-Person Shooter,France
25121,Abay,Khasenov,HObbit,KZ,269977.5,Counter-Strike: Global Offensive,First-Person Shooter,Kazakhstan
25121,Abay,Khasenov,HObbit,KZ,269977.5,Counter-Strike: Global Offensive,First-Person Shooter,Kazakhstan
3291,Edouard,Dubourdeaux,SmithZz,FR,269446.78,Counter-Strike: Global Offensive,First-Person Shooter,France
24832,David,Čerňanský,frozen,SK,265131.4,Counter-Strike: Global Offensive,First-Person Shooter,Slovakia (Slovak Republic)
38456,Valentin,Vasilev,poiz0n,BG,260987.54,Counter-Strike: Global Offensive,First-Person Shooter,Bulgaria
3576,Simon,Eliasson,twist,SE,260721.09,Counter-Strike: Global Offensive,First-Person Shooter,Sweden
12170,Henrique,Teles,hen1,BR,256374.45,Counter-Strike: Global Offensive,First-Person Shooter,Brazil
3678,Adil,Benrlitom,ScreaM,BE,249663.46,Counter-Strike: Global Offensive,First-Person Shooter,Belgium
7789,Oscar,Cañellas,mixwell,ES,247538.65,Counter-Strike: Global Offensive,First-Person Shooter,Spain
3952,Johannes,Wodarz,tabseN,DE,247248.57,Counter-Strike: Global Offensive,First-Person Shooter,Germany
10294,Alex,McMeekin,ALEX,GB,245208.72,Counter-Strike: Global Offensive,First-Person Shooter,United Kingdom of Great Britain & Northern Ireland
8968,Damian,Kisłowski,Furlan,PL,244070.27,Counter-Strike: Global Offensive,First-Person Shooter,Poland
12156,HaoWen,Xu,somebody,CN,242273.51,Counter-Strike: Global Offensive,First-Person Shooter,China
10134,Karol,Rodowicz,rallen,PL,234332.17,Counter-Strike: Global Offensive,First-Person Shooter,Poland
17622,Francois,Delaunay,Amanek,FR,233210.47,Counter-Strike: Global Offensive,First-Person Shooter,France
49029,Sanjar,Kuliev,SANJI,UZ,232167.42,Counter-Strike: Global Offensive,First-Person Shooter,Uzbekistan
3304,Johan,Sundstein,N0tail,DK,6952596.58,Dota 2,Multiplayer Online Battle Arena,Denmark
3822,Jesse,Vainikka,JerAx,FI,6470000.02,Dota 2,Multiplayer Online Battle Arena,Finland
30451,Anathan,Pham,ana,AU,6000411.96,Dota 2,Multiplayer Online Battle Arena,Australia
2811,Sébastien,Debs,Ceb,FR,5554297.41,Dota 2,Multiplayer Online Battle Arena,France
18897,Topias,Taavitsainen,Topson,FI,5470902.57,Dota 2,Multiplayer Online Battle Arena,Finland
3145,Kuro,Takhasomi,KuroKy,DE,5193382.81,Dota 2,Multiplayer Online Battle Arena,Germany
14671,Amer,Al-Barkawi,Miracle-,JO,4798043.68,Dota 2,Multiplayer Online Battle Arena,Jordan
12579,Ivan,Ivanov,MinD_ContRoL,BG,4579118.16,Dota 2,Multiplayer Online Battle Arena,Bulgaria
25335,Maroun,Merhej,GH,LB,4193412.69,Dota 2,Multiplayer Online Battle Arena,Lebanon
12133,Lasse,Urpalainen,Matumbaman,FI,3765369.04,Dota 2,Multiplayer Online Battle Arena,Finland
14196,Sumail,Hassan,SumaiL,PK,3608317.34,Dota 2,Multiplayer Online Battle Arena,Pakistan
10188,Lu,Yao,Somnus丶M,CN,2984982.14,Dota 2,Multiplayer Online Battle Arena,China
4033,Linsen,Xu,fy,CN,2894690.34,Dota 2,Multiplayer Online Battle Arena,China
2578,Clement,Ivanov,Puppey,EE,2864004.17,Dota 2,Multiplayer Online Battle Arena,Estonia
3524,Gustav,Magnusson,s4,SE,2545626.14,Dota 2,Multiplayer Online Battle Arena,Sweden
5195,Ludwig,Wåhlberg,Zai,SE,2504134.31,Dota 2,Multiplayer Online Battle Arena,Sweden
3305,Tal,Aizik,Fly,IL,2381155.91,Dota 2,Multiplayer Online Battle Arena,Israel
13080,Aliwi,Omar,w33,RO,2275625.58,Dota 2,Multiplayer Online Battle Arena,Romania
26665,Chunyu,Wang,Ame,CN,2244012.27,Dota 2,Multiplayer Online Battle Arena,China
10712,Zhang,Yiping,y`,CN,2097095.28,Dota 2,Multiplayer Online Battle Arena,China
26513,Zhang,Ruida,Faith_bian,CN,2078534.86,Dota 2,Multiplayer Online Battle Arena,China
9515,Andreas,Nielsen,Cr1t,DK,2007841.6,Dota 2,Multiplayer Online Battle Arena,Denmark
14238,Peng,Li,iceice,CN,2002159.51,Dota 2,Multiplayer Online Battle Arena,China
26512,Chu,Zeyu,Shadow,CN,1982225.7,Dota 2,Multiplayer Online Battle Arena,China
10711,Zhou,Yang,bLink,CN,1960956.47,Dota 2,Multiplayer Online Battle Arena,China
22207,Jianwei,Yap,xNova,MY,1882492.98,Dota 2,Multiplayer Online Battle Arena,Malaysia
33561,Shenyi,Yang,Chalice,CN,1848849.88,Dota 2,Multiplayer Online Battle Arena,China
2596,Ning,Zhang,xiao8,CN,1830094.33,Dota 2,Multiplayer Online Battle Arena,China
15530,Damien,Chok,kpii,AU,1809225.3,Dota 2,Multiplayer Online Battle Arena,Australia
16814,Roman,Kushnarev,RAMZES666,RU,1787796.92,Dota 2,Multiplayer Online Battle Arena,Russian Federation
16814,Roman,Kushnarev,RAMZES666,RU,1787796.92,Dota 2,Multiplayer Online Battle Arena,Russian Federation
10080,Liangzhi,Hu,KaKa,CN,1787083.53,Dota 2,Multiplayer Online Battle Arena,China
27134,Yeik Nai,Zheng,MidOne,MY,1781891.47,Dota 2,Multiplayer Online Battle Arena,Malaysia
3773,Alexei,Berezin,Solo,RU,1778125.61,Dota 2,Multiplayer Online Battle Arena,Russian Federation
3773,Alexei,Berezin,Solo,RU,1778125.61,Dota 2,Multiplayer Online Battle Arena,Russian Federation
3146,Zhihao,Chen,Hao,CN,1755205.74,Dota 2,Multiplayer Online Battle Arena,China
3168,Hongda,Zeng,Faith,CN,1745944.26,Dota 2,Multiplayer Online Battle Arena,China
13322,Pavel,Khvastunov,9pasha,RU,1713179.57,Dota 2,Multiplayer Online Battle Arena,Russian Federation
13322,Pavel,Khvastunov,9pasha,RU,1713179.57,Dota 2,Multiplayer Online Battle Arena,Russian Federation
13323,Vladimir,Minenko,Noone,UA,1617323.45,Dota 2,Multiplayer Online Battle Arena,Ukraine
3161,Junhao,Xie,Super,CN,1598492.49,Dota 2,Multiplayer Online Battle Arena,China
1949,Daryl Pei Xiang,Koh,iceiceice,SG,1553261.96,Dota 2,Multiplayer Online Battle Arena,Singapore
14672,Yazied,Jaradat,YapzOr,JO,1533698.67,Dota 2,Multiplayer Online Battle Arena,Jordan
2589,Rasmus,Fillipsen,MiSeRy,DK,1484921.92,Dota 2,Multiplayer Online Battle Arena,Denmark
3946,Roman,Fominok,Resolut1on,UA,1460470.75,Dota 2,Multiplayer Online Battle Arena,Ukraine
4030,Chao,Lu,Fenrir,CN,1402208.92,Dota 2,Multiplayer Online Battle Arena,China
3147,Pan,Zhang,Mu,CN,1386339.43,Dota 2,Multiplayer Online Battle Arena,China
2582,Zhicheng,Zhang,LaNm,CN,1348804.67,Dota 2,Multiplayer Online Battle Arena,China
2598,Fa Ming,Liang,DDC,MO,1337308.37,Dota 2,Multiplayer Online Battle Arena,Macao
28142,Vladimir,Nikogosyan,RodjER,RU,1325834.13,Dota 2,Multiplayer Online Battle Arena,Russian Federation
28142,Vladimir,Nikogosyan,RodjER,RU,1325834.13,Dota 2,Multiplayer Online Battle Arena,Russian Federation
3690,Adrian,Trinks,FATA,DE,1314968.82,Dota 2,Multiplayer Online Battle Arena,Germany
19382,Chun,Song,Sccc,CN,1272450.74,Dota 2,Multiplayer Online Battle Arena,China
3813,Wang,Jiao,Banana,CN,1271085.0,Dota 2,Multiplayer Online Battle Arena,China
10722,Xu,Han,Moogy,CN,1221917.1,Dota 2,Multiplayer Online Battle Arena,China
3163,Jiajun,Liu,Sylar,CN,1212757.14,Dota 2,Multiplayer Online Battle Arena,China
21950,Ren,Yangwei,eLeVeN,CN,1211710.47,Dota 2,Multiplayer Online Battle Arena,China
2594,Zhaohui,Wang,SanSheng,CN,1202225.88,Dota 2,Multiplayer Online Battle Arena,China
3164,Zhengzheng,Yao,Yao,CN,1186002.61,Dota 2,Multiplayer Online Battle Arena,China
2581,Zengrong,Lei,MMY!,CN,1100271.44,Dota 2,Multiplayer Online Battle Arena,China
12671,Bin,Fu,Q,CN,1081544.74,Dota 2,Multiplayer Online Battle Arena,China
19074,Martin,Sazdov,Saksa,MK,1046689.75,Dota 2,Multiplayer Online Battle Arena,Macedonia
3151,Yee Fung,Chai,Mushi,MY,1023582.18,Dota 2,Multiplayer Online Battle Arena,Malaysia
30684,Chengjun,Zhang,Paparazi,CN,1001723.8,Dota 2,Multiplayer Online Battle Arena,China
4027,Johan,Åström,pieliedie,SE,989390.86,Dota 2,Multiplayer Online Battle Arena,Sweden
17765,Michał,Jankowski,Nisha,PL,933853.71,Dota 2,Multiplayer Online Battle Arena,Poland
11722,Ilya,Ilyuk,Lil,UA,917449.86,Dota 2,Multiplayer Online Battle Arena,Ukraine
12672,Zheng,Sun,Agressif,CN,871452.21,Dota 2,Multiplayer Online Battle Arena,China
3157,Zhilei,Xu,BurNIng,CN,865656.21,Dota 2,Multiplayer Online Battle Arena,China
28739,Jiaoyang,Zeng,Ori,CN,830696.89,Dota 2,Multiplayer Online Battle Arena,China
17872,Haiyang,Zhou,Yang,CN,821961.68,Dota 2,Multiplayer Online Battle Arena,China
30452,Peng,Du,Monet,CN,813169.73,Dota 2,Multiplayer Online Battle Arena,China
2574,Danil,Ishutin,Dendi,UA,801915.23,Dota 2,Multiplayer Online Battle Arena,Ukraine
5221,Djardel Jicko,Mampusti,DJ,PH,798597.31,Dota 2,Multiplayer Online Battle Arena,Philippines
12784,Tue Soon,Chuan,Ah-fu,MY,781396.55,Dota 2,Multiplayer Online Battle Arena,Malaysia
3160,Fan,Bai,rOtK,CN,780761.31,Dota 2,Multiplayer Online Battle Arena,China
30782,Timothy,Randrup,Tims,PH,770563.75,Dota 2,Multiplayer Online Battle Arena,Philippines
9514,Marcus,Hoelgaard,Ace,DK,734369.52,Dota 2,Multiplayer Online Battle Arena,Denmark
3167,Hock Chuan,Wong,ChuaN,MY,714049.53,Dota 2,Multiplayer Online Battle Arena,Malaysia
17200,Kuku,Palad,KuKU,PH,710464.63,Dota 2,Multiplayer Online Battle Arena,Philippines
10718,Xinzhou,Liu,garder,CN,705536.2,Dota 2,Multiplayer Online Battle Arena,China
3141,Jonathan,Berg,Loda,SE,698363.52,Dota 2,Multiplayer Online Battle Arena,Sweden
11868,Zezhi,Chen,Xz,CN,692327.42,Dota 2,Multiplayer Online Battle Arena,China
3724,Jerry,Lundqvist,EGM,SE,679039.12,Dota 2,Multiplayer Online Battle Arena,Sweden
2576,Oleksandr,Dashkevych,XBOCT,UA,661271.48,Dota 2,Multiplayer Online Battle Arena,Ukraine
15754,Jiwei,Huang,Shiki,CN,653514.33,Dota 2,Multiplayer Online Battle Arena,China
3140,Joakim,Akterhall,Akke,SE,643143.08,Dota 2,Multiplayer Online Battle Arena,Sweden
30686,Pan,Yi,Fade,CN,641178.98,Dota 2,Multiplayer Online Battle Arena,China
3523,Henrik,Ahnberg,AdmiralBulldog,SE,638938.79,Dota 2,Multiplayer Online Battle Arena,Sweden
27814,Marc Polo,Luis Fausto,Raven,PH,609393.1,Dota 2,Multiplayer Online Battle Arena,Philippines
4885,Yong Min,Kim,Febby,KR,602221.88,Dota 2,Multiplayer Online Battle Arena,Korea
10074,Yongzheng,He,Inflame,CN,601854.15,Dota 2,Multiplayer Online Battle Arena,China
44114,Cong,Ding,Dy,CN,594922.51,Dota 2,Multiplayer Online Battle Arena,China
4888,Sunyeob,Kim,QO,KR,591322.79,Dota 2,Multiplayer Online Battle Arena,Korea
3586,Artem,Barshack,fng,BY,591271.39,Dota 2,Multiplayer Online Battle Arena,Belarus
4883,Noah,Pyo,MP,KR,591176.77,Dota 2,Multiplayer Online Battle Arena,Korea
3832,Sang Hyeok,Lee,Faker,KR,1257615.87,League of Legends,Multiplayer Online Battle Arena,Korea
6466,Ho Seong,Lee,Duke,KR,954620.62,League of Legends,Multiplayer Online Battle Arena,Korea
3636,Jun Sik,Bae,Bang,KR,915451.46,League of Legends,Multiplayer Online Battle Arena,Korea
3836,Jae Wan,Lee,Wolf,KR,913084.7,League of Legends,Multiplayer Online Battle Arena,Korea
3831,Seong Ung,Bae,Bengi,KR,810683.0,League of Legends,Multiplayer Online Battle Arena,Korea
34362,Wen Bo,Yu,JackeyLove,CN,682248.64,League of Legends,Multiplayer Online Battle Arena,China
6013,Eui Jin,Song,Rookie,KR,610445.7,League of Legends,Multiplayer Online Battle Arena,Korea
28734,Zhen Ning,Gao,Ning,CN,566607.87,League of Legends,Multiplayer Online Battle Arena,China
18904,Sun Gu,Kang,Blank,KR,559518.75,League of Legends,Multiplayer Online Battle Arena,Korea
10925,Jo,Yong-in,CoreJJ,KR,556087.84,League of Legends,Multiplayer Online Battle Arena,Korea
2749,Chan Yong,Kang,Ambition,KR,553234.2,League of Legends,Multiplayer Online Battle Arena,Korea
34363,Liu Yi,Wang,Baolan,CN,548235.82,League of Legends,Multiplayer Online Battle Arena,China
4038,Zihao,Jian,Uzi,CN,545447.56,League of Legends,Multiplayer Online Battle Arena,China
11154,Hau Hsuan,Hung,Karsa,TW,538926.12,League of Legends,Multiplayer Online Battle Arena,Taiwan
39166,Dong Geun,Kang,TheShy,KR,538444.86,League of Legends,Multiplayer Online Battle Arena,Korea
3830,Se Hyeong,Cho,Mata,KR,533979.52,League of Legends,Multiplayer Online Battle Arena,Korea
28954,Jae Hyuk,Park,Ruler,KR,526957.64,League of Legends,Multiplayer Online Battle Arena,Korea
2762,Jung,Eon-yeong,Impact,KR,515306.14,League of Legends,Multiplayer Online Battle Arena,Korea
17101,Yuan Hao,Li,xiaohu,CN,507800.58,League of Legends,Multiplayer Online Battle Arena,China
14599,Seong Jin,Lee,CuVee,KR,488379.08,League of Legends,Multiplayer Online Battle Arena,Korea
12186,Min Ho,Lee,Crown,KR,483747.81,League of Legends,Multiplayer Online Battle Arena,Korea
15792,Wang Ho,Han,Peanut,KR,479060.15,League of Legends,Multiplayer Online Battle Arena,Korea
11698,Shi Yu,Liu,Mlxg,CN,472216.01,League of Legends,Multiplayer Online Battle Arena,China
8924,Luka,Perković,PerkZ,HR,471280.47,League of Legends,Multiplayer Online Battle Arena,Croatia
3386,Kai,Ming,ClearLove,CN,471086.78,League of Legends,Multiplayer Online Battle Arena,China
12466,Rasmus,Winther,Caps,DK,458259.05,League of Legends,Multiplayer Online Battle Arena,Denmark
4509,Won Seok,Heo,PawN,KR,440580.94,League of Legends,Multiplayer Online Battle Arena,Korea
3554,Martin,Larsson,Rekkles,SE,438830.14,League of Legends,Multiplayer Online Battle Arena,Sweden
1863,Paul,Boyer,sOAZ,FR,422314.79,League of Legends,Multiplayer Online Battle Arena,France
3843,Hyuk Kyu,Kim,Deft,KR,409144.64,League of Legends,Multiplayer Online Battle Arena,Korea
4584,Marcin,Jankowski,Jankos,PL,403320.75,League of Legends,Multiplayer Online Battle Arena,Poland
28735,Sen Ming,Shi,Ming,CN,379664.5,League of Legends,Multiplayer Online Battle Arena,China
3176,Jong In,Kim,PraY,KR,374778.08,League of Legends,Multiplayer Online Battle Arena,Korea
13882,Jun Ze,Yan,letme,CN,360201.28,League of Legends,Multiplayer Online Battle Arena,China
31016,Min Seung,Kang,Haru,KR,348691.73,League of Legends,Multiplayer Online Battle Arena,Korea
14665,Seung Hoon,Heo,Huni,KR,347699.25,League of Legends,Multiplayer Online Battle Arena,Korea
4629,Hyeong Seok,Jang,Looper,KR,346307.48,League of Legends,Multiplayer Online Battle Arena,Korea
12663,Ye,Tian,Meiko,CN,337832.12,League of Legends,Multiplayer Online Battle Arena,China
4634,Shuo Jie,Hu,SwordArt,TW,337163.36,League of Legends,Multiplayer Online Battle Arena,Taiwan
10470,Martin,Hansen,Wunder,DK,336306.24,League of Legends,Multiplayer Online Battle Arena,Denmark
16021,Tae Sang,Kim,doinb,KR,330849.29,League of Legends,Multiplayer Online Battle Arena,Korea
4469,Beom Hyeon,Kang,GorillA,KR,329318.02,League of Legends,Multiplayer Online Battle Arena,Korea
8651,Zdravec,Gulubov,Hylissang,BG,325910.24,League of Legends,Multiplayer Online Battle Arena,Bulgaria
3513,Seung Bin,Gu,imp,KR,318379.81,League of Legends,Multiplayer Online Battle Arena,Korea
11612,Mads,Brock-Pedersen,Broxah,DK,313654.08,League of Legends,Multiplayer Online Battle Arena,Denmark
3664,Kyung Ho,Song,Smeb,KR,300818.81,League of Legends,Multiplayer Online Battle Arena,Korea
27588,Gabriël,Rau,Bwipo,BE,287279.5,League of Legends,Multiplayer Online Battle Arena,Belgium
3374,Bo Wei,Cheng,bebe,TW,286115.32,League of Legends,Multiplayer Online Battle Arena,Taiwan
3512,In Kyu,Choi,DanDy,KR,281150.19,League of Legends,Multiplayer Online Battle Arena,Korea
29096,Wei Xiang,Lin,Lwx,CN,271901.75,League of Legends,Multiplayer Online Battle Arena,China
41044,Tian Liang,Gao,Tian,CN,268282.03,League of Legends,Multiplayer Online Battle Arena,China
4473,Seo Haeng,Lee,kurO,KR,267646.88,League of Legends,Multiplayer Online Battle Arena,Korea
6017,Han Saem,Kim,GimGoon,KR,266509.03,League of Legends,Multiplayer Online Battle Arena,Korea
41414,Qing Song,Liu,Crisp,CN,265601.98,League of Legends,Multiplayer Online Battle Arena,China
3833,Gwang Jin,Chae,Piglet,KR,265429.15,League of Legends,Multiplayer Online Battle Arena,Korea
8706,Nicolaj,Jensen,Jensen,DK,265283.06,League of Legends,Multiplayer Online Battle Arena,Denmark
8770,Yang,Tong,Koro1,CN,260755.41,League of Legends,Multiplayer Online Battle Arena,China
2992,Jake,Puchero,Xmithie,PH,260170.9,League of Legends,Multiplayer Online Battle Arena,Philippines
3555,Dennis,Johnsen,Svenskeren,DK,257257.41,League of Legends,Multiplayer Online Battle Arena,Denmark
3834,Jeong Hyeon,Lee,PoohManDu,KR,256771.39,League of Legends,Multiplayer Online Battle Arena,Korea
3859,Alfonso,Aguirre Rodriguez,Mithy,ES,252718.89,League of Legends,Multiplayer Online Battle Arena,Spain
6132,Jesper,Svenningsen,Zven,DK,250580.01,League of Legends,Multiplayer Online Battle Arena,Denmark
3556,Søren,Bjerg,Bjergsen,DK,250222.7,League of Legends,Multiplayer Online Battle Arena,Denmark
3842,Ji Hoon,Lee,Easyhoon,KR,249497.86,League of Legends,Multiplayer Online Battle Arena,Korea
24979,Ye Chan,Lee,Scout,KR,242290.45,League of Legends,Multiplayer Online Battle Arena,Korea
4632,Yi Tang,Huang,Maple,TW,240437.63,League of Legends,Multiplayer Online Battle Arena,Taiwan
